"cdSecao";"cdGrupo";"cdSubGrupo";"dsSetor";"dsSecao";"dsGrupo";"dsSubGrupo";"cdEstrutura";"dsCategoria";"Commodity";"Pereciveis_IN"
44;5;10;"BAZAR";"ARTIGOS PARA ANIMAIS";"RACAO P/GATOS";"CAMA/COLCHONETE P/CAES";440510;"RACAO P/GATOS";;
44;5;11;"BAZAR";"ARTIGOS PARA ANIMAIS";"RACAO P/GATOS";"CHICLE P/CAES";440511;"RACAO P/GATOS";;
44;5;12;"BAZAR";"ARTIGOS PARA ANIMAIS";"RACAO P/GATOS";"PLACA DE ADVERTENCIA";440512;"RACAO P/GATOS";;
44;5;13;"BAZAR";"ARTIGOS PARA ANIMAIS";"RACAO P/GATOS";"CAIXA DE TRANSPORTE";440513;"RACAO P/GATOS";;
44;5;14;"BAZAR";"ARTIGOS PARA ANIMAIS";"RACAO P/GATOS";"ADESTRADOR P/CAES";440514;"RACAO P/GATOS";;
44;6;0;"BAZAR";"ARTIGOS PARA ANIMAIS";"ALIMENTOS OPCIONAIS P/CAES";;440600;"ALIMENTOS OPCIONAIS P/CAES";;
44;6;1;"BAZAR";"ARTIGOS PARA ANIMAIS";"ALIMENTOS OPCIONAIS P/CAES";"SNACKS";440601;"ALIMENTOS OPCIONAIS P/CAES";;
44;6;2;"BAZAR";"ARTIGOS PARA ANIMAIS";"ALIMENTOS OPCIONAIS P/CAES";"LATA";440602;"ALIMENTOS OPCIONAIS P/CAES";;
44;6;3;"BAZAR";"ARTIGOS PARA ANIMAIS";"ALIMENTOS OPCIONAIS P/CAES";"OSSOS DIGERIVEIS";440603;"ALIMENTOS OPCIONAIS P/CAES";;
44;6;4;"BAZAR";"ARTIGOS PARA ANIMAIS";"ALIMENTOS OPCIONAIS P/CAES";"BISCOITOS";440604;"ALIMENTOS OPCIONAIS P/CAES";;
44;6;5;"BAZAR";"ARTIGOS PARA ANIMAIS";"ALIMENTOS OPCIONAIS P/CAES";"AREIA/ DESINFETANTE";440605;"ALIMENTOS OPCIONAIS P/CAES";;
44;7;0;"BAZAR";"ARTIGOS PARA ANIMAIS";"ALIMENTOS OPCIONAIS P/GATO";;440700;"ALIMENTOS OPCIONAIS P/GATO";;
44;7;1;"BAZAR";"ARTIGOS PARA ANIMAIS";"ALIMENTOS OPCIONAIS P/GATO";"SNACKS";440701;"ALIMENTOS OPCIONAIS P/GATO";;
44;7;2;"BAZAR";"ARTIGOS PARA ANIMAIS";"ALIMENTOS OPCIONAIS P/GATO";"LATA";440702;"ALIMENTOS OPCIONAIS P/GATO";;
44;7;3;"BAZAR";"ARTIGOS PARA ANIMAIS";"ALIMENTOS OPCIONAIS P/GATO";"DISPONIVEL";440703;"ALIMENTOS OPCIONAIS P/GATO";;
44;7;4;"BAZAR";"ARTIGOS PARA ANIMAIS";"ALIMENTOS OPCIONAIS P/GATO";"DISPONIVEL";440704;"ALIMENTOS OPCIONAIS P/GATO";;
44;7;5;"BAZAR";"ARTIGOS PARA ANIMAIS";"ALIMENTOS OPCIONAIS P/GATO";"DISPONIVEL";440705;"ALIMENTOS OPCIONAIS P/GATO";;
44;7;6;"BAZAR";"ARTIGOS PARA ANIMAIS";"ALIMENTOS OPCIONAIS P/GATO";"DISPONIVEL";440706;"ALIMENTOS OPCIONAIS P/GATO";;
44;7;7;"BAZAR";"ARTIGOS PARA ANIMAIS";"ALIMENTOS OPCIONAIS P/GATO";"DISPONIVEL";440707;"ALIMENTOS OPCIONAIS P/GATO";;
44;7;8;"BAZAR";"ARTIGOS PARA ANIMAIS";"ALIMENTOS OPCIONAIS P/GATO";"DISPONIVEL";440708;"ALIMENTOS OPCIONAIS P/GATO";;
44;7;9;"BAZAR";"ARTIGOS PARA ANIMAIS";"ALIMENTOS OPCIONAIS P/GATO";"DISPONIVEL";440709;"ALIMENTOS OPCIONAIS P/GATO";;
44;7;10;"BAZAR";"ARTIGOS PARA ANIMAIS";"ALIMENTOS OPCIONAIS P/GATO";"DISPONIVEL";440710;"ALIMENTOS OPCIONAIS P/GATO";;
44;7;11;"BAZAR";"ARTIGOS PARA ANIMAIS";"ALIMENTOS OPCIONAIS P/GATO";"ALIMENTOS DIGERIVEIS";440711;"ALIMENTOS OPCIONAIS P/GATO";;
44;7;12;"BAZAR";"ARTIGOS PARA ANIMAIS";"ALIMENTOS OPCIONAIS P/GATO";"BISCOITO";440712;"ALIMENTOS OPCIONAIS P/GATO";;
44;8;0;"BAZAR";"ARTIGOS PARA ANIMAIS";"ACESSORIOS PET";;440800;"ACESSORIOS PET";;
44;8;1;"BAZAR";"ARTIGOS PARA ANIMAIS";"ACESSORIOS PET";"PEITORAL";440801;"ACESSORIOS PET";;
44;8;2;"BAZAR";"ARTIGOS PARA ANIMAIS";"ACESSORIOS PET";"GUIA";440802;"ACESSORIOS PET";;
44;8;3;"BAZAR";"ARTIGOS PARA ANIMAIS";"ACESSORIOS PET";"ENFORCADOR";440803;"ACESSORIOS PET";;
44;8;4;"BAZAR";"ARTIGOS PARA ANIMAIS";"ACESSORIOS PET";"CORRENTE";440804;"ACESSORIOS PET";;
44;8;5;"BAZAR";"ARTIGOS PARA ANIMAIS";"ACESSORIOS PET";"COLEIRA";440805;"ACESSORIOS PET";;
44;8;6;"BAZAR";"ARTIGOS PARA ANIMAIS";"ACESSORIOS PET";"COMEDOURO";440806;"ACESSORIOS PET";;
44;8;7;"BAZAR";"ARTIGOS PARA ANIMAIS";"ACESSORIOS PET";"BRINQUEDOS";440807;"ACESSORIOS PET";;
44;8;8;"BAZAR";"ARTIGOS PARA ANIMAIS";"ACESSORIOS PET";"CAMA/COLCHONETE P/CAES";440808;"ACESSORIOS PET";;
44;8;9;"BAZAR";"ARTIGOS PARA ANIMAIS";"ACESSORIOS PET";"ROUPA";440809;"ACESSORIOS PET";;
44;8;10;"BAZAR";"ARTIGOS PARA ANIMAIS";"ACESSORIOS PET";"PLACA DE ADVERTENCIA";440810;"ACESSORIOS PET";;
44;8;11;"BAZAR";"ARTIGOS PARA ANIMAIS";"ACESSORIOS PET";"ESCOVA PENTE";440811;"ACESSORIOS PET";;
44;9;0;"BAZAR";"ARTIGOS PARA ANIMAIS";"HIGIENE E BELEZA";;440900;"HIGIENE E BELEZA";;
44;9;1;"BAZAR";"ARTIGOS PARA ANIMAIS";"HIGIENE E BELEZA";"DESINFETANTE";440901;"HIGIENE E BELEZA";;
44;9;2;"BAZAR";"ARTIGOS PARA ANIMAIS";"HIGIENE E BELEZA";"PRODUTOS P/PARASITAS";440902;"HIGIENE E BELEZA";;
44;9;3;"BAZAR";"ARTIGOS PARA ANIMAIS";"HIGIENE E BELEZA";"TALCO/COLONIA";440903;"HIGIENE E BELEZA";;
44;9;4;"BAZAR";"ARTIGOS PARA ANIMAIS";"HIGIENE E BELEZA";"SHAMPOO/CONDICIONADOR";440904;"HIGIENE E BELEZA";;
44;9;5;"BAZAR";"ARTIGOS PARA ANIMAIS";"HIGIENE E BELEZA";"SABAO/SABONETE";440905;"HIGIENE E BELEZA";;
44;9;6;"BAZAR";"ARTIGOS PARA ANIMAIS";"HIGIENE E BELEZA";"AREIA HIGIENICA";440906;"HIGIENE E BELEZA";;
45;0;0;"BAZAR";"PUERICULTURA";;;450000;;;
45;1;0;"BAZAR";"PUERICULTURA";"UTILIDADE INFANTIL";;450100;"UTILIDADE INFANTIL";;
45;1;1;"BAZAR";"PUERICULTURA";"UTILIDADE INFANTIL";"KIT/ESTOJO INFANTIL";450101;"UTILIDADE INFANTIL";;
45;1;2;"BAZAR";"PUERICULTURA";"UTILIDADE INFANTIL";"ACESSORIOS";450102;"UTILIDADE INFANTIL";;
45;1;3;"BAZAR";"PUERICULTURA";"UTILIDADE INFANTIL";"COPO/TALHER/PRATO INFANTIL";450103;"UTILIDADE INFANTIL";;
45;1;4;"BAZAR";"PUERICULTURA";"UTILIDADE INFANTIL";"PROTETORES";450104;"UTILIDADE INFANTIL";;
45;1;5;"BAZAR";"PUERICULTURA";"UTILIDADE INFANTIL";"PLANTAS EM SACOS";450105;"UTILIDADE INFANTIL";;
45;2;0;"BAZAR";"PUERICULTURA";"MAMADEIRA E ACESSORIO";;450200;"MAMADEIRA E ACESSORIO";;
45;2;1;"BAZAR";"PUERICULTURA";"MAMADEIRA E ACESSORIO";"MAMADEIRA";450201;"MAMADEIRA E ACESSORIO";;
45;2;2;"BAZAR";"PUERICULTURA";"MAMADEIRA E ACESSORIO";"ACESSORIO P/MAMADEIRA";450202;"MAMADEIRA E ACESSORIO";;
45;3;0;"BAZAR";"PUERICULTURA";"CHUPETA/MORDEDOR/PRENDEDOR";;450300;"CHUPETA/MORDEDOR/PRENDEDOR";;
45;3;1;"BAZAR";"PUERICULTURA";"CHUPETA/MORDEDOR/PRENDEDOR";"CHUPETA";450301;"CHUPETA/MORDEDOR/PRENDEDOR";;
45;3;2;"BAZAR";"PUERICULTURA";"CHUPETA/MORDEDOR/PRENDEDOR";"MORDEDOR";450302;"CHUPETA/MORDEDOR/PRENDEDOR";;
45;3;3;"BAZAR";"PUERICULTURA";"CHUPETA/MORDEDOR/PRENDEDOR";"PRENDEDOR";450303;"CHUPETA/MORDEDOR/PRENDEDOR";;
45;3;4;"BAZAR";"PUERICULTURA";"CHUPETA/MORDEDOR/PRENDEDOR";"SUPORTE";450304;"CHUPETA/MORDEDOR/PRENDEDOR";;
45;3;5;"BAZAR";"PUERICULTURA";"CHUPETA/MORDEDOR/PRENDEDOR";"JARDINEIRA/FLOREIRA";450305;"CHUPETA/MORDEDOR/PRENDEDOR";;
45;3;6;"BAZAR";"PUERICULTURA";"CHUPETA/MORDEDOR/PRENDEDOR";"PULVERIZADOR/REGADOR";450306;"CHUPETA/MORDEDOR/PRENDEDOR";;
45;3;7;"BAZAR";"PUERICULTURA";"CHUPETA/MORDEDOR/PRENDEDOR";"PRODUTOS P/ HORTO";450307;"CHUPETA/MORDEDOR/PRENDEDOR";;
45;3;9;"BAZAR";"PUERICULTURA";"CHUPETA/MORDEDOR/PRENDEDOR";"DECORACAO";450309;"CHUPETA/MORDEDOR/PRENDEDOR";;
45;4;0;"BAZAR";"PUERICULTURA";"DERIVADOS DE XAXIM";;450400;"DERIVADOS DE XAXIM";;
45;4;1;"BAZAR";"PUERICULTURA";"DERIVADOS DE XAXIM";"VASO";450401;"DERIVADOS DE XAXIM";;
45;4;2;"BAZAR";"PUERICULTURA";"DERIVADOS DE XAXIM";"KIT COMPLETO";450402;"DERIVADOS DE XAXIM";;
45;4;3;"BAZAR";"PUERICULTURA";"DERIVADOS DE XAXIM";"ESTACA/PLACA";450403;"DERIVADOS DE XAXIM";;
45;5;0;"BAZAR";"PUERICULTURA";"ADUBOS";;450500;"ADUBOS";;
45;5;1;"BAZAR";"PUERICULTURA";"ADUBOS";"PRODUTOS ORGANICOS";450501;"ADUBOS";;
45;5;2;"BAZAR";"PUERICULTURA";"ADUBOS";"FERTILIZANTE";450502;"ADUBOS";;
45;5;3;"BAZAR";"PUERICULTURA";"ADUBOS";"INSETICIDA P/PLANTAS";450503;"ADUBOS";;
45;6;0;"BAZAR";"PUERICULTURA";"MANGUEIRAS E ACESSORIOS";;450600;"MANGUEIRAS E ACESSORIOS";;
45;6;1;"BAZAR";"PUERICULTURA";"MANGUEIRAS E ACESSORIOS";"MANGUEIRA";450601;"MANGUEIRAS E ACESSORIOS";;
45;7;0;"BAZAR";"PUERICULTURA";"FERRAMENTAS";;450700;"FERRAMENTAS";;
45;7;1;"BAZAR";"PUERICULTURA";"FERRAMENTAS";"FERRAMENTAS";450701;"FERRAMENTAS";;
45;7;2;"BAZAR";"PUERICULTURA";"FERRAMENTAS";"FERRAMENTAS ELETRICAS";450702;"FERRAMENTAS";;
45;7;3;"BAZAR";"PUERICULTURA";"FERRAMENTAS";"ACESSORIOS HIDRAULICO";450703;"FERRAMENTAS";;
46;0;0;"BAZAR";"NATAL";;;460000;;;
46;1;0;"BAZAR";"NATAL";"ARVORE";;460100;"ARVORE";;
46;1;1;"BAZAR";"NATAL";"ARVORE";"ARVORE 60CM";460101;"ARVORE";;
46;1;2;"BAZAR";"NATAL";"ARVORE";"ARVORE 80CM";460102;"ARVORE";;
46;1;3;"BAZAR";"NATAL";"ARVORE";"ARVORE 1M";460103;"ARVORE";;
46;1;4;"BAZAR";"NATAL";"ARVORE";"ARVORE 1.20CM";460104;"ARVORE";;
46;1;5;"BAZAR";"NATAL";"ARVORE";"ARVORE 1.80CM";460105;"ARVORE";;
46;1;6;"BAZAR";"NATAL";"ARVORE";"ARVORE 2M";460106;"ARVORE";;
46;1;7;"BAZAR";"NATAL";"ARVORE";"ARVORES DIVERSAS";460107;"ARVORE";;
46;1;8;"BAZAR";"NATAL";"ARVORE";"INSTRUMENTO MUSICAL";460108;"ARVORE";;
46;1;9;"BAZAR";"NATAL";"ARVORE";"BOLA NATALINA";460109;"ARVORE";;
46;1;10;"BAZAR";"NATAL";"ARVORE";"CASTICAL";460110;"ARVORE";;
46;1;11;"BAZAR";"NATAL";"ARVORE";"ANJO";460111;"ARVORE";;
46;1;12;"BAZAR";"NATAL";"ARVORE";"PONTEIRA";460112;"ARVORE";;
46;1;13;"BAZAR";"NATAL";"ARVORE";"GUIRLANDA";460113;"ARVORE";;
46;1;14;"BAZAR";"NATAL";"ARVORE";"SINO";460114;"ARVORE";;
46;1;15;"BAZAR";"NATAL";"ARVORE";"CORRENTE";460115;"ARVORE";;
46;1;16;"BAZAR";"NATAL";"ARVORE";"MEIA";460116;"ARVORE";;
46;1;17;"BAZAR";"NATAL";"ARVORE";"ORNAMENTO";460117;"ARVORE";;
46;1;18;"BAZAR";"NATAL";"ARVORE";"ARRANJO";460118;"ARVORE";;
46;1;19;"BAZAR";"NATAL";"ARVORE";"LACO";460119;"ARVORE";;
46;1;20;"BAZAR";"NATAL";"ARVORE";"DISPONIVEL";460120;"ARVORE";;
46;1;21;"BAZAR";"NATAL";"ARVORE";"MADONA";460121;"ARVORE";;
46;1;22;"BAZAR";"NATAL";"ARVORE";"CORACAO";460122;"ARVORE";;
46;1;23;"BAZAR";"NATAL";"ARVORE";"JOGO AMERICANO";460123;"ARVORE";;
46;1;24;"BAZAR";"NATAL";"ARVORE";"ARTIGO DECORACAO";460124;"ARVORE";;
46;1;25;"BAZAR";"NATAL";"ARVORE";"CESTA DE NATAL";460125;"ARVORE";;
46;1;26;"BAZAR";"NATAL";"ARVORE";"PRESEPIO";460126;"ARVORE";;
46;1;27;"BAZAR";"NATAL";"ARVORE";"BOTA";460127;"ARVORE";;
46;1;28;"BAZAR";"NATAL";"ARVORE";"BANDEJA";460128;"ARVORE";;
46;1;29;"BAZAR";"NATAL";"ARVORE";"OUTROS";460129;"ARVORE";;
46;2;0;"BAZAR";"NATAL";"BOLAS DE NATAL";;460200;"BOLAS DE NATAL";;
46;2;1;"BAZAR";"NATAL";"BOLAS DE NATAL";"BOLA 25MM";460201;"BOLAS DE NATAL";;
46;2;2;"BAZAR";"NATAL";"BOLAS DE NATAL";"BOLA 40MM";460202;"BOLAS DE NATAL";;
46;2;3;"BAZAR";"NATAL";"BOLAS DE NATAL";"BOLA 50MM";460203;"BOLAS DE NATAL";;
46;2;4;"BAZAR";"NATAL";"BOLAS DE NATAL";"BOLA 60MM";460204;"BOLAS DE NATAL";;
46;2;5;"BAZAR";"NATAL";"BOLAS DE NATAL";"BOLAS DIVERSAS";460205;"BOLAS DE NATAL";;
46;3;0;"BAZAR";"NATAL";"PISCA-PISCA";;460300;"PISCA-PISCA";;
46;3;1;"BAZAR";"NATAL";"PISCA-PISCA";"PISCA-PISCA 50 LAMPADAS";460301;"PISCA-PISCA";;
46;3;2;"BAZAR";"NATAL";"PISCA-PISCA";"PISCA-PISCA 100 LAMPADAS";460302;"PISCA-PISCA";;
46;3;3;"BAZAR";"NATAL";"PISCA-PISCA";"PISCA-PISCA 150 LAMPADAS";460303;"PISCA-PISCA";;
46;3;4;"BAZAR";"NATAL";"PISCA-PISCA";"PISCA-PISCA 200 LAMPADAS";460304;"PISCA-PISCA";;
46;3;5;"BAZAR";"NATAL";"PISCA-PISCA";"PISCA-PISCA CASCATA";460305;"PISCA-PISCA";;
46;3;6;"BAZAR";"NATAL";"PISCA-PISCA";"PISCAS DIVERSOS";460306;"PISCA-PISCA";;
46;4;0;"BAZAR";"NATAL";"ENFEITES DE NATAL";;460400;"ENFEITES DE NATAL";;
46;4;1;"BAZAR";"NATAL";"ENFEITES DE NATAL";"LACO";460401;"ENFEITES DE NATAL";;
46;4;2;"BAZAR";"NATAL";"ENFEITES DE NATAL";"ARVORE";460402;"ENFEITES DE NATAL";;
46;4;3;"BAZAR";"NATAL";"ENFEITES DE NATAL";"FESTAO";460403;"ENFEITES DE NATAL";;
46;4;4;"BAZAR";"NATAL";"ENFEITES DE NATAL";"PORTA";460404;"ENFEITES DE NATAL";;
46;4;5;"BAZAR";"NATAL";"ENFEITES DE NATAL";"GUIRLANDA";460405;"ENFEITES DE NATAL";;
46;4;6;"BAZAR";"NATAL";"ENFEITES DE NATAL";"VELA";460406;"ENFEITES DE NATAL";;
46;4;7;"BAZAR";"NATAL";"ENFEITES DE NATAL";"ARRANJO";460407;"ENFEITES DE NATAL";;
46;4;8;"BAZAR";"NATAL";"ENFEITES DE NATAL";"DECORACAO";460408;"ENFEITES DE NATAL";;
46;4;9;"BAZAR";"NATAL";"ENFEITES DE NATAL";"PAPAI NOEL";460409;"ENFEITES DE NATAL";;
46;4;10;"BAZAR";"NATAL";"ENFEITES DE NATAL";"CASTICAL";460410;"ENFEITES DE NATAL";;
46;4;11;"BAZAR";"NATAL";"ENFEITES DE NATAL";"ANJO";460411;"ENFEITES DE NATAL";;
46;4;12;"BAZAR";"NATAL";"ENFEITES DE NATAL";"PONTEIRA";460412;"ENFEITES DE NATAL";;
46;4;13;"BAZAR";"NATAL";"ENFEITES DE NATAL";"GUIRLANDA";460413;"ENFEITES DE NATAL";;
46;4;14;"BAZAR";"NATAL";"ENFEITES DE NATAL";"SINO";460414;"ENFEITES DE NATAL";;
46;4;15;"BAZAR";"NATAL";"ENFEITES DE NATAL";"CORRENTE";460415;"ENFEITES DE NATAL";;
46;4;16;"BAZAR";"NATAL";"ENFEITES DE NATAL";"PRESEPIO";460416;"ENFEITES DE NATAL";;
46;4;17;"BAZAR";"NATAL";"ENFEITES DE NATAL";"BOTA";460417;"ENFEITES DE NATAL";;
46;4;18;"BAZAR";"NATAL";"ENFEITES DE NATAL";"OUTROS ENFEITES";460418;"ENFEITES DE NATAL";;
47;0;0;"BAZAR";"PAPELARIA";;;470000;;;
47;1;0;"BAZAR";"PAPELARIA";"CADERNOS";;470100;"CADERNOS";;
47;1;1;"BAZAR";"PAPELARIA";"CADERNOS";"CAPA DURA";470101;"CADERNOS";;
47;1;2;"BAZAR";"PAPELARIA";"CADERNOS";"CAPA FLEXIVEL";470102;"CADERNOS";;
47;1;3;"BAZAR";"PAPELARIA";"CADERNOS";"ESPIRAL GRANDE";470103;"CADERNOS";;
47;1;4;"BAZAR";"PAPELARIA";"CADERNOS";"ESPIRAL PEQUENO";470104;"CADERNOS";;
47;1;5;"BAZAR";"PAPELARIA";"CADERNOS";"BROCHURA";470105;"CADERNOS";;
47;1;6;"BAZAR";"PAPELARIA";"CADERNOS";"FICHARIO";470106;"CADERNOS";;
47;2;0;"BAZAR";"PAPELARIA";"ANOTACOES DIARIAS";;470200;"ANOTACOES DIARIAS";;
47;2;1;"BAZAR";"PAPELARIA";"ANOTACOES DIARIAS";"AGENDA";470201;"ANOTACOES DIARIAS";;
47;2;2;"BAZAR";"PAPELARIA";"ANOTACOES DIARIAS";"DIARIO";470202;"ANOTACOES DIARIAS";;
47;2;3;"BAZAR";"PAPELARIA";"ANOTACOES DIARIAS";"INDICE";470203;"ANOTACOES DIARIAS";;
47;2;4;"BAZAR";"PAPELARIA";"ANOTACOES DIARIAS";"BLOCO";470204;"ANOTACOES DIARIAS";;
47;3;0;"BAZAR";"PAPELARIA";"PAPEIS";;470300;"PAPEIS";;
47;3;1;"BAZAR";"PAPELARIA";"PAPEIS";"PARA COPIA";470301;"PAPEIS";;
47;3;2;"BAZAR";"PAPELARIA";"PAPEIS";"ALMACO";470302;"PAPEIS";;
47;3;3;"BAZAR";"PAPELARIA";"PAPEIS";"OUTROS";470303;"PAPEIS";;
47;4;0;"BAZAR";"PAPELARIA";"LAPIS/LAPISEIRAS E GRAFITES";;470400;"LAPIS/LAPISEIRAS E GRAFITES";;
47;4;1;"BAZAR";"PAPELARIA";"LAPIS/LAPISEIRAS E GRAFITES";"LAPIS COMUM";470401;"LAPIS/LAPISEIRAS E GRAFITES";;
47;4;2;"BAZAR";"PAPELARIA";"LAPIS/LAPISEIRAS E GRAFITES";"LAPISEIRA";470402;"LAPIS/LAPISEIRAS E GRAFITES";;
47;4;3;"BAZAR";"PAPELARIA";"LAPIS/LAPISEIRAS E GRAFITES";"GRAFITE ( CARGA )";470403;"LAPIS/LAPISEIRAS E GRAFITES";;
47;5;0;"BAZAR";"PAPELARIA";"CANETAS E PINCEIS";;470500;"CANETAS E PINCEIS";;
47;5;1;"BAZAR";"PAPELARIA";"CANETAS E PINCEIS";"CANETA";470501;"CANETAS E PINCEIS";;
47;5;2;"BAZAR";"PAPELARIA";"CANETAS E PINCEIS";"PINCEL E DEMARCADOR";470502;"CANETAS E PINCEIS";;
47;6;0;"BAZAR";"PAPELARIA";"PINTURA ESCOLAR";;470600;"PINTURA ESCOLAR";;
47;6;1;"BAZAR";"PAPELARIA";"PINTURA ESCOLAR";"LAPIS P PINTURA";470601;"PINTURA ESCOLAR";;
47;6;2;"BAZAR";"PAPELARIA";"PINTURA ESCOLAR";"CANETA PARA PINTURA";470602;"PINTURA ESCOLAR";;
47;6;3;"BAZAR";"PAPELARIA";"PINTURA ESCOLAR";"GIS DE CERA";470603;"PINTURA ESCOLAR";;
47;6;4;"BAZAR";"PAPELARIA";"PINTURA ESCOLAR";"TINTA";470604;"PINTURA ESCOLAR";;
47;7;0;"BAZAR";"PAPELARIA";"PLASTICOS";;470700;"PLASTICOS";;
47;7;1;"BAZAR";"PAPELARIA";"PLASTICOS";"PLASTICOS EM ROLO";470701;"PLASTICOS";;
47;8;0;"BAZAR";"PAPELARIA";"CORRETIVOS E BORRACHAS";;470800;"CORRETIVOS E BORRACHAS";;
47;8;1;"BAZAR";"PAPELARIA";"CORRETIVOS E BORRACHAS";"CORRETIVO";470801;"CORRETIVOS E BORRACHAS";;
47;8;2;"BAZAR";"PAPELARIA";"CORRETIVOS E BORRACHAS";"BORRACHA";470802;"CORRETIVOS E BORRACHAS";;
47;9;0;"BAZAR";"PAPELARIA";"PRODUTOS TERMICOS";;470900;"PRODUTOS TERMICOS";;
47;9;1;"BAZAR";"PAPELARIA";"PRODUTOS TERMICOS";"LANCHEIRA";470901;"PRODUTOS TERMICOS";;
47;9;2;"BAZAR";"PAPELARIA";"PRODUTOS TERMICOS";"CANTIL";470902;"PRODUTOS TERMICOS";;
47;10;0;"BAZAR";"PAPELARIA";"MEDIDORES";;471000;"MEDIDORES";;
47;10;1;"BAZAR";"PAPELARIA";"MEDIDORES";"REGUA";471001;"MEDIDORES";;
47;10;2;"BAZAR";"PAPELARIA";"MEDIDORES";"ESQUADRO";471002;"MEDIDORES";;
47;10;3;"BAZAR";"PAPELARIA";"MEDIDORES";"TRANSFERIDOR";471003;"MEDIDORES";;
47;10;4;"BAZAR";"PAPELARIA";"MEDIDORES";"COMPASSO";471004;"MEDIDORES";;
47;11;0;"BAZAR";"PAPELARIA";"PASTAS E MOCHILAS ESCOLARES";;471100;"PASTAS E MOCHILAS ESCOLARES";;
47;11;1;"BAZAR";"PAPELARIA";"PASTAS E MOCHILAS ESCOLARES";"PAPELAO";471101;"PASTAS E MOCHILAS ESCOLARES";;
47;11;2;"BAZAR";"PAPELARIA";"PASTAS E MOCHILAS ESCOLARES";"PLASTICA";471102;"PASTAS E MOCHILAS ESCOLARES";;
47;11;3;"BAZAR";"PAPELARIA";"PASTAS E MOCHILAS ESCOLARES";"MOCHILAS ESCOLARES";471103;"PASTAS E MOCHILAS ESCOLARES";;
47;12;0;"BAZAR";"PAPELARIA";"KITS E ESTOJOS";;471200;"KITS E ESTOJOS";;
47;12;1;"BAZAR";"PAPELARIA";"KITS E ESTOJOS";"KIT E CJ ESCOLAR";471201;"KITS E ESTOJOS";;
47;12;2;"BAZAR";"PAPELARIA";"KITS E ESTOJOS";"ESTOJO";471202;"KITS E ESTOJOS";;
47;13;0;"BAZAR";"PAPELARIA";"PAPEL P/ EMBRULHO";;471300;"PAPEL P/ EMBRULHO";;
47;13;1;"BAZAR";"PAPELARIA";"PAPEL P/ EMBRULHO";"PAPEL P/ EMBRULHO PRESENTE";471301;"PAPEL P/ EMBRULHO";;
47;13;2;"BAZAR";"PAPELARIA";"PAPEL P/ EMBRULHO";"PAPEL P/ EMBRULHO OUTROS";471302;"PAPEL P/ EMBRULHO";;
47;14;0;"BAZAR";"PAPELARIA";"UTENSILIOS ESCOLARES E PAPELARIA";;471400;"UTENSILIOS ESCOLARES E PAPELARIA";;
47;14;1;"BAZAR";"PAPELARIA";"UTENSILIOS ESCOLARES E PAPELARIA";"APONTADOR";471401;"UTENSILIOS ESCOLARES E PAPELARIA";;
47;14;2;"BAZAR";"PAPELARIA";"UTENSILIOS ESCOLARES E PAPELARIA";"GIZ E QUADRO";471402;"UTENSILIOS ESCOLARES E PAPELARIA";;
47;14;3;"BAZAR";"PAPELARIA";"UTENSILIOS ESCOLARES E PAPELARIA";"ESTILETE";471403;"UTENSILIOS ESCOLARES E PAPELARIA";;
47;14;4;"BAZAR";"PAPELARIA";"UTENSILIOS ESCOLARES E PAPELARIA";"GRAMPO E GRAMPEADOR";471404;"UTENSILIOS ESCOLARES E PAPELARIA";;
47;14;5;"BAZAR";"PAPELARIA";"UTENSILIOS ESCOLARES E PAPELARIA";"TESOURA";471405;"UTENSILIOS ESCOLARES E PAPELARIA";;
47;14;6;"BAZAR";"PAPELARIA";"UTENSILIOS ESCOLARES E PAPELARIA";"ENVELOPE";471406;"UTENSILIOS ESCOLARES E PAPELARIA";;
47;14;7;"BAZAR";"PAPELARIA";"UTENSILIOS ESCOLARES E PAPELARIA";"ETIQUETA ADESIVA";471407;"UTENSILIOS ESCOLARES E PAPELARIA";;
47;14;8;"BAZAR";"PAPELARIA";"UTENSILIOS ESCOLARES E PAPELARIA";"FITA ADESIVA";471408;"UTENSILIOS ESCOLARES E PAPELARIA";;
47;14;9;"BAZAR";"PAPELARIA";"UTENSILIOS ESCOLARES E PAPELARIA";"COLA ESCOLAR";471409;"UTENSILIOS ESCOLARES E PAPELARIA";;
47;14;10;"BAZAR";"PAPELARIA";"UTENSILIOS ESCOLARES E PAPELARIA";"ARTIGO PARA COPIADORA/XERO";471410;"UTENSILIOS ESCOLARES E PAPELARIA";;
47;14;11;"BAZAR";"PAPELARIA";"UTENSILIOS ESCOLARES E PAPELARIA";"CARTAO";471411;"UTENSILIOS ESCOLARES E PAPELARIA";;
47;14;12;"BAZAR";"PAPELARIA";"UTENSILIOS ESCOLARES E PAPELARIA";"CARTOLINA";471412;"UTENSILIOS ESCOLARES E PAPELARIA";;
47;14;13;"BAZAR";"PAPELARIA";"UTENSILIOS ESCOLARES E PAPELARIA";"OUTROS";471413;"UTENSILIOS ESCOLARES E PAPELARIA";;
48;0;0;"BAZAR";"LIVROS E REVISTAS";;;480000;;;
48;1;0;"BAZAR";"LIVROS E REVISTAS";"AUTO AJUDA";;480100;"AUTO AJUDA";;
48;1;1;"BAZAR";"LIVROS E REVISTAS";"AUTO AJUDA";"EDUCACAO/COMPORTAMENTO";480101;"AUTO AJUDA";;
